Origin Paper,Snowballing Type,Reference,Title,Abstract,External Link,DOI,Status,selection_criteria
19,Backward,"Ali N., Baker S., O’Crowley R., Herold S., Buckley J. Architecture consistency: State of the practice. Empir Softw Eng. 2018;23(1):224-258.",Architecture consistency: State of the practice.,"Architecture Consistency (AC) aims to align implemented systems with their intended architectures. Several AC approaches and tools have been proposed and empirically evaluated, suggesting favourable results. In this paper, we empirically examine the state of practice with respect to Architecture Consistency, through interviews with nineteen experienced software engineers. Our goal is to identify 1) any practises that the companies these architects work for, currently undertake to achieve AC; 2) any barriers to undertaking explicit AC approaches in these companies; 3) software development situations where practitioners perceive AC approaches would be useful, and 4) AC tool needs, as perceived by practitioners. We also assess current commercial AC tool offerings in terms of these perceived needs. The study reveals that many practitioners apply informal AC approaches as there are barriers for adopting more formal and explicit approaches. These barriers are: 1) Difficulty in quantifying architectural inconsistency effects, and thus justifying the allocation of resources to fix them to senior management, 2) The near invisibility of architectural inconsistency to customers, 3) Practitioners’ reluctance towards fixing architectural inconsistencies, and 4) Practitioners perception that huge effort is required to map the system to the architecture when using more formal AC approaches and tools. Practitioners still believe that AC would be useful in supporting several of the software development activities such as auditing, evolution and ensuring quality attributes. After reviewing several commercial tools, we posit that AC tool vendors need to work on their ability to support analysis of systems made up of different technologies, that AC tools need to enhance their capabilities with respect to artefacts such as services and meta-data, and to focus more on non-maintainability architectural concerns.",,https://doi.org/10.1007/s10664-017-9515-3,Rejected,"Secondary studies, such as Systematic Literature Reviews (SLRs), Mapping Studies (SMS), Multivocal Reviews (MLRs), or surveys."
19,Backward,"Landi A.D.S., Martín D.S., Santos B.M., Cunha W.S., Durelli R.S., Camargo V.V. Architectural conformance checking for KDM-represented systems. J Syst Softw. 2022;183:111116.",Architectural conformance checking for KDM-represented systems.,"Architecture-Driven Modernization (ADM) is a model-driven reengineering where systems are represented as instances of Knowledge Discovery Metamodel (KDM). KDM is the standard for representing systems in ADM context due to its power for capturing an extensive set of information about software systems. Besides, it is language and platform-independent, so every technique that is able of processing it also present this advantage. A recurrent activity in modernization projects is checking the conformance between the Current Architecture (CA) against the Planned Architecture (PA) in order to identify architectural drifts. The canonical phases of this activity are: (i) specification of the PA with its communication constraints; (ii) ex-traction of the CA, including the relationships among the architectural abstractions; and (iii) comparison between both architectures to identify the drifts. To the best of our knowledge, there is no ACC approach that addresses ACC in ADM context, considering KDM-represented systems. Therefore, we presents an ACC approach to be used in ADM context. We show how KDM can be used in ACC processes for representing the system to be modernized, the PA and the CA. We evaluated Arch-KDM using a small (LabSys-7KLoc) and a medium-size system (FreeMind-84KLoc) and the accuracy of the identification was acceptable.",,https://doi.org/10.1016/j.jss.2021.111116,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,"Wohlrab R., Eliasson U., Pelliccione P., Heldal R. Improving the consistency and usefulness of architecture descriptions: Guidelines for architects. Proc. IEEE Int. Conf. on Software Architecture; 2019:151-160.",Improving the consistency and usefulness of architecture descriptions: Guidelines for architects.,"The need to support software architecture evolution has been well recognized, even more since the rise of agile methods. However, assuring the conformance between architecture descriptions and the implementation remains challenging. Inconsistencies emanate among multiple architecture descriptions, and between architecture descriptions and code. As a consequence, architecture descriptions are not always trusted and used to the extent that their authors wish for. In this paper, we present two surveys with 93 and 72 participants to examine architectural inconsistencies, with a focus on how they evolve over time and can be mitigated using practical guidelines. We identified the importance of capturing emerging elements to keep the architecture description consistent with the implementation, and consider the current-state and future-state architecture separately. Consequences of inconsistencies typically arise at later stages, especially if an architecture description concerns multiple teams. Our guidelines suggest to limit the upfront architecture to stable decisions, while paying attention to concerns that matter across team borders. In the ideal case, companies should aim to integrate architects into the teams to capture emerging aspects with time.",,https://doi.org/10.1109/ICSA.2019.00024,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,Jasser S. Enforcing architectural security decisions. Proc. IEEE ICSA; 2020:35-45.,Enforcing architectural security decisions.,"Software architects should specify security measures for a software system on an architectural level. However, the implementation often diverges from this intended architecture including its security measures. This may lead to severe vulnerabilities that have a wide impact on the system and are hard to fix afterwards. In this paper, we propose an approach for checking the implementation’s conformance with the defined security measures using architectural security rules: We extend a controlled natural language approach to formalize these rules and use dynamic analysis techniques to extract information on the actual system behavior for the conformance check. We evaluate our approach by an industrial case study to show the applicability and flexibility of our conformance checking approach.",,https://doi.org/10.1109/ICSA47634.2020.00012,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,"Said W., Quante J., Koschke R. Reflexion models for state machine extraction and verification. Proc. IEEE ICSME; 2018:149-159.",Reflexion models for state machine extraction and verification.,"High-level design models are often used for describing the behavior or structure of a software system. It is generally much easier and more adequate to understand a software system on this level than on the level of individual code lines. Such models are also created by developers as they gain an understanding of the software. Unfortunately, these models often do not correspond to what is really in the code. Murphy et al. introduced the idea of reflexion models in 1995 to overcome this problem. Their approach is today widely used for architecture conformance checking and reconstruction. In this paper, we introduce reflexion models for state machines. Our approach allows to check the correspondence of a hypothetical state machine model with the code. It returns information about convergence, partial convergence, divergence, or absence of the specified states and transitions. Similar to the original reflexion model, the approach can be used for conformance checking as well as interactive reverse engineering of state machine models. We concentrate on the latter and show the potential of the approach in several case studies.",,https://doi.org/10.1109/ICSME.2018.00025,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
19,Backward,"Knodel J., Popescu D. A comparison of static architecture compliance checking approaches. WICSA’07. IEEE; 2007.",A comparison of static architecture compliance checking approaches.,"The software architecture is one of the most important artifacts created in the lifecycle of a software system. It enables, facilitates, hampers, or interferes directly the achievement of business goals, functional and quality requirements. One instrument to determine how adequate the architecture is for its intended usage is architecture compliance checking. This paper compares three static architecture compliance checking approaches (reflexion models, relation conformance rules, and component access rules) by assessing their applicability in 13 distinct dimensions. The results give guidance on when to use which approach.",,https://doi.org/10.1109/WICSA.2007.1,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
21,Backward,"Jacopo Soldani, Giuseppe Muntoni, Davide Neri, and Antonio Brogi. 2021. The mTOSCA toolchain: Mining, analyzing, and refactoring microservice-based architectures. Software: Practice and Experience 51, 7 (2021), 1591--1621.","The mTOSCA toolchain: Mining, analyzing, and refactoring microservice-based architectures.","Exploiting microservices to architect enterprise applications is becoming commonplace. This makes it crucial to provide some support for designing and analyzing microservice-based applications, for example, for understanding whether a microservice-based application adheres to the main design principles of microservices and for choosing how to refactor it when this is not the case. To provide such support, in this article we present the urn:x-wiley:spe:media:spe2974:spe2974-math-0001TOSCA toolchain. More precisely, we first introduce the urn:x-wiley:spe:media:spe2974:spe2974-math-0002TOSCA model to represent the architecture of microservice-based applications with the OASIS standard TOSCA. We then describe a technique to automatically mine the architecture of a microservice-based application and represent it with urn:x-wiley:spe:media:spe2974:spe2974-math-0003TOSCA, given the Kubernetes deployment of the application. We also present a methodology to analyze the urn:x-wiley:spe:media:spe2974:spe2974-math-0004TOSCA representation of a microservice-based architecture to systematically identify the architectural smells potentially affecting the corresponding application and to resolve them. Finally, we present two prototype tools, urn:x-wiley:spe:media:spe2974:spe2974-math-0005Miner and urn:x-wiley:spe:media:spe2974:spe2974-math-0006Freshener, implementing our mining solution and the support for identifying and resolving architectural smells in microservice-based applications, respectively. We then assess —by discussing some case studies— how effectively urn:x-wiley:spe:media:spe2974:spe2974-math-0007Miner, urn:x-wiley:spe:media:spe2974:spe2974-math-0008Freshener, and the urn:x-wiley:spe:media:spe2974:spe2974-math-0009TOSCA toolchain can support researchers and practitioners working with microservices.",,https://doi.org/10.1002/spe.2974,Accepted,"Studies that propose, analyze, or evaluate methods, techniques, approaches, tools, or frameworks for ACC."
22,Backward,"J. Knodel, M. Naab, J. Knodel, and M. Naab, “How to perform the architecture compliance check (ace)? ” Pragmatic Evaluation of Software Architectures, pp. 83–94, 2016.",How to perform the architecture compliance check (ace)?,"The main goal of the Architecture Compliance Check (ACC) is to check whether the implementation is consistent with the architecture as intended: only then do the architectural solutions provide any value. Nevertheless, implementation often drifts away from the intended architecture and in particular from the one that was documented. We will show typical architectural solutions that are well suited to being checked for compliance. Compliance checking has to deal with large amounts of code and thus benefits from automation with tools. Not all violations of architecture concepts have the same weight: we provide guidance for the interpretation of compliance checking results.",,https://doi.org/10.1007/978-3-319-34177-4_8,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
22,Forward,"RUBEI, Riccardo; DI SALLE, Amleto; BUCAIONI, Alessio. LLM-based recommender systems for violation resolutions in continuous architectural conformance. In: 2025 IEEE 22nd International Conference on Software Architecture Companion (ICSA-C). IEEE, 2025. p. 404-409.",LLM-based recommender systems for violation resolutions in continuous architectural conformance.,"Software architectures are fundamental to the development, evolution, and quality of software-intensive systems. Architectures rarely exist in isolation, but instead adhere to overarching structures such as architectural patterns and styles, frameworks, software product line architectures, and reference architectures. To fully leverage the benefits of these structures, conformance between them is essential, enhancing interoperability, reducing costs through reusability, mitigating project risks, and facilitating the adoption of best practices. In our previous work, we introduced the concept of continuous conformance and focused on detecting architectural violations using a model-driven engineering approach. In this paper, we extend our previous work by proposing a large language model-based recommender system into the model-driven tool to suggest resolutions for architectural violations. Leveraging large language models, we reduce the accidental complexity of model-driven techniques by combining the reasoning capabilities of large language models with the formalization of architectures as (meta)models. We evaluate the success rate using two large language models and architectures from the IoT domain, including one reference architecture and four software architectures that we manually mutate in 16 faulty architectures. The results demonstrate the system's effectiveness in providing intelligent, context-aware recommendations for restoring architectural conformance.",,https://doi.org/10.1109/ICSA-C65153.2025.00063,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
22,Backward,"J. Knodel, D. Muthig, and D. Rost, “Constructive architecture compliance checking-an experiment on support by live feedback,” in 2008 IEEE International Conference on Software Maintenance. IEEE, 2008, pp. 287–296.",Constructive architecture compliance checking-an experiment on support by live feedback,"This paper describes our lessons learned and experiences gained from turning an analytical reverse engineering technology - architecture compliance checking - into a constructive quality engineering technique. Constructive compliance checking constantly monitors the modifications made by developers. When a structural violation is detected, the particular developer receives live feedback allowing prompt removal of the violations and hence, training the developers on the architecture. An experiment with six component development teams gives evidence that this training pro-actively prevents architecture decay. The three teams supported by the live compliance checking inserted about 60% less structural violations into the architecture than did the three other development teams. Based on the results, we claim that constructive compliance checking is a promising application of reverse engineering technology to the software implementation phase.",,https://doi.org/10.1109/ICSM.2008.4658077,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
22,Backward,"S. Andrews and M. Sheppard, “Software architecture erosion: Impacts, causes, and management.” International Journal of Computer Science and Security(IJCSS), vol. 14, no. 2, pp. 82–94, 2020.","Software architecture erosion: Impacts, causes, and management","As extensive new software projects are becoming more costly with increased development complexity and risks, the use of existing, already developed software projects are now spanning multiple years or decades. Software maintenance durations are increasing along with periodic periods of intense software upgrades due to these lengthy extensions of the life of the software. While the software architecture is set during the project's initial design phase, over the life of the project, architecture erosion can take place due to intentional and unintentional changes, resulting in deviations from the intended architecture. These deviations can manifest themselves in a wide variety of performance, maintenance, and software quality problems ranging from minor annoyances to product failure or unmaintainable software. This paper explores the causes and impacts of software erosion, and recovery approaches to addressing software erosion, laying the framework for future work towards the definition of an Architectural Maturity Model Integration process to assess the architectural maturity of an organization.",https://mail.cscjournals.org/manuscript/Journals/IJCSS/Volume14/Issue2/IJCSS-1557.pdf,,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
22,Backward,"A. F. Pinto, R. Terra, E. Guerra, and F. São Sabbas, “Introducing an architectural conformance process in continuous integration.” J. Univers. Comput. Sci., vol. 23, no. 8, pp. 769–805, 2017.",Introducing an architectural conformance process in continuous integration.,"As software evolves, developers usually introduce deviations from the planned architecture, due to unawareness, conflicting requirements, technical difficulties, deadlines, etc. This occurs in systems with an explicit division of responsibility between groups of classes, such as modules and layers. Although there are architectural conformance tools to identify architectural violations, these tools are underused and detected violations are rarely corrected. To address these shortcomings, this article introduces an architectural conformance process into continuous integration. Thus, the conformance process is triggered by every code integration and, when no violations are detected, the code is integrated into the repository. The implemented tool, called ArchCI, supports the proposed solution using DCL (Dependency Constraint Language) as underlying conformance technique and Jenkins as the Continuous Integration server. We also evaluated the applicability of our proposed solution in a real-world Java project where we incrementally introduced 44 constraints through six releases. As the result, our process was able to detect 42 violations, which have always been fixed before the ensuing release. (AU)",https://professores.dcc.ufla.br/~terra/publications_files/2017_jucs.pdf,,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
